author,comment,published_at
Xankle Breaker,"I would love for you to talk about drop shipping cause I frankly don't believe it works and a scam based on some of the examples you have shown, but I need someone to reinforce that confirmation for me so I can show a friend of mine that he is making a grave mistake. no rush keep doing what you doing man👊🏿💥",2021-08-31T04:45:28Z
Success Nestle,"Guy thank for your wonderful update, I wonder why a self made millionaire will be interested in selling online course. When you get hooked with them,that's when you will realize that, it is easier said than done.THANKS TO JAMES JANI",2021-08-31T03:40:33Z
Henry Leo,"PUT YOUR INVESTMENTS IN SEVERAL PLACES —MANY PLACES EVEN —BECAUSE YOU NEVER KNOW WHAT KIND OF BAD LUCK YOU ARE GOING TO HAVE IN THIS WORLD. GOD HAVE SAID IT FROM THE BIBLE TOO. 
Ecclesiastes 11:2 GNT",2021-08-31T01:28:27Z
Robert Murray,Great video! I just discovered this channel and I think you are doing really important work please keep it up!,2021-08-30T18:54:47Z
juwita hasin,great video..you're so unique..i have one idea ..can you make a video about the reality of alpha male and dating...,2021-08-30T11:16:00Z
Raffy Gutierrez,"Hey James. You’re an inspiration to many. I was scammed countless times especially in crypto scams. It was your videos that helped me break out of the cycles.

I’m broke as fuck now but at least I can start again.

Thank you and please keep exposing these mother fucking scammers.",2021-08-30T01:16:04Z
Ricardo Montaner,"Bruh this is lit but my credit card is on zero how the heck can I pay fir the Nord VPN 
You did mention about making payment before use 
Any one to help out ??",2021-08-30T00:37:10Z
dro sky,I am wealthy,2021-08-29T22:24:30Z
GamerGuy51,Great content! You guys bust your ass and it shows.,2021-08-29T14:51:23Z
Simon Åman Juhlin,Bump,2021-08-29T14:03:03Z
Bibi Bounce,"I just love your voice, you are so talented and educated! I just love the energy how you talk and the power what you give in facts. Love your work!",2021-08-29T11:33:33Z
Ace1000ks1975,"When I was going to college back in 1995, I got invited to a Amway seminar. One of my friends invited me and a couple of other people he knew. In 1999, the same guy invited me to a 2by2 seminar, and it was another mutli marketing pyramid scheme. 2by2 required you to pay $300 to get into it. I went to those seminars, and I never joined any of em. It was just fishy, and later on I found out they were scams.",2021-08-29T09:18:49Z
hicham mestini,"The paradox of internet content is that everyone including everyone is doing something for something and it's not evil, evil is everywhere anyway, thanks for the efforts and the valuable content!",2021-08-28T19:43:07Z
Redwan,have you ever had a video (videos) taken down before??,2021-08-28T16:58:47Z
P G,I think its about time James Jani makes a Netflix documentary,2021-08-27T21:31:23Z
Jonathan,"How people still fall for these, is beyond me.",2021-08-27T04:28:32Z
AK Studio Films,Nice info. Thank you!,2021-08-27T04:13:32Z
Reymar Jude Reyes,Affiliate marketing strategy?,2021-08-27T02:29:39Z
StormySeas,Love your channel so much 👍☮️,2021-08-27T01:17:24Z
Tom Parker,At 2m35s: how interesting that the acronym for Snake Oil Salesman works out to S.O.S.,2021-08-27T00:41:02Z
GoodLife,"My buddy invited me to one of those juice schemes when I just got out of the military. It was really good. I asked him if I could just buy it off of him and he said not really, I'd have to sign up under him to become a distributor. How do you distribute if you can't sell it!? 🤣 I checked out their site just for personal use, $40 per 6 pack of juices. Hard pass. I'll keep with my boring 401(k) and investment in my home that will make me wealthy enough. Dave Ramsey's is one of the only plans I would recommend to anyone.",2021-08-26T23:47:33Z
Jose Rios,"Who here thought bitcoin was a scam? 🤣🤣🤣 This is so stupid! Skeptics never get ahead. I've bought Grant Cardone courses and joined a ""pyramid scheme"" like you guys call it and I quit my job, went full time and make over 6 figures now. Most people called me crazy and laughed at me. Who's laughing now?😂😂

Was it quick? Heck no! Took me 4 years to master my craft. The difference between me and most people that ""get scamed"" is that I actually put in the work and IMPLEMENTED the knowledge!",2021-08-26T16:02:03Z
kashif,"James you have lot of followers on YT, why not launch a truly transparent crypto currency for benefit of your followers?",2021-08-26T11:53:59Z
Simon Goodall,I know you have no control over the ads but how ironic that a video warning against 'get rich quick' schemes features ads from people who have an amazing 'system' or 'program' for supposedly making big money.  Good video though. I've fallen victim to many such scams. Great work. Keep it up.,2021-08-25T17:48:02Z
Kavindu Prasanga,"Your videos is so Amazing 🤩💪 But Brother .., Please appear English Substitles on your Videos because There is some people that cannot quit understand English well & I'm Also (from Srilanka 🇱🇰 ) ...So this is a proposal to u & I hope you'll do it 😇",2021-08-25T14:47:37Z
Olga J,"As long as you don’t put any of your money in, you are not loosing anything. Some of those gurus are fun to listen and say things such as getting out of the rat race, think positive about money, solve problems and so on - same thing you mentioned in your videos.",2021-08-25T14:09:16Z
acxez knightNite,"I saw Grant Cardone in your video clips, but you don’t mention him directly. Is he a scam artist? I think he’s a bit of a wide-boy property investor, but is it a scam?",2021-08-25T13:15:57Z
Admildo Manuel,Man I love This Channel ❤️,2021-08-25T08:02:55Z
tommy peratsakis,I got 3 adds during this brilliant video.. all of them were a new way to make money on amazon or this or that… unbelievable,2021-08-24T13:03:23Z
Upside Down,Absolutely love how informative and intellectually-stimulating the documentaries on this channel are. James doesn't regurgitate what everyone else is saying; he picks an angle no one seems to have considered and really deconstructs it for what it is.,2021-08-24T11:20:31Z
Block Chain,"Please make video about NFT games... it is getting very very popular, the ""Play to Earn"" scheme is a new face that many Ponzi scammers are switching to and taking advantage... Asking people to buy package (game requirements) using their tokens to be able to play and start earning... later on it will collapse as the economy is not designed for long term... benefiting only the 1st token holders when started price is very low, then dump all when price goes up.",2021-08-24T02:45:06Z
DANIEL OBENTEY,"Me: watching a video on how get rich quick gurus being are fake.
YouTube: Here an ad make you Rich",2021-08-23T18:06:31Z
Burak89,"Great video as always🙌🏻. Can you make a video about specific mlm companies that are ruining our community, such as Qnet,Crowd1 and etc.",2021-08-23T15:25:49Z
Zain Marwat,"why the fuck are you adding dan lok in your thumbnail, when on earth he talked about getting rich quick?",2021-08-23T13:01:17Z
Vivi Mark,"I believe it will be more helpful if you see this as a learning experience and yourself, not as a helpless victim. I'm sure you have learned so much after all this. These gurus are not responsible for the decisions you took. You have free will and you could say no. Even though I agree with you about the fake gurus however I feel no anger or regret. I feel grateful for these experiences. I believe you may want to warn people and protect them so they don't suffer like you but you cannot save anyone from their lessons. They can try and they can reach these conclusions themselves.",2021-08-23T09:48:14Z
REMEMBER ME...,"Such scams are now seen in digital world also in the name of crypto, blockchain & smart contracts",2021-08-23T06:25:50Z
Mikky,"I keep trying to see if we have the same ring, but you either jolt your hand too quickly or keep it out of frame.
You tease, you ;)",2021-08-22T21:18:02Z
Panagiotis S,"I see your videos and youtube is spamming me with affiliate marketing promotional advertisements. You say the truth to the people and youtube is contradicting you by showing advertisements from the people you call snake-oil marketers. For example, Tai Lopez advertisements interrupted your video 3 times.",2021-08-22T17:02:11Z
MARSHALL SHORT VLOGS,Ending charge watching it,2021-08-22T16:45:55Z
Jeazeus Nixon Sequig,"Such an eye opener especially for those vulnerable one's like me because I am also contemplating for some time now to join some ""pyramid scheme"" business and the like because it is so enticing to do so, until I saw your videos which opened a wide horizon for me to leniently decide whether to enter that rabit hole or not. It made me realize that I am much more than that, that I could be more by utilizing my skills and my full potential to generate income. Looking forward for more videos from you. Keep on illuminating others' path through your contents serving as a beacon of hope for the vulnerable ones like us 🙃",2021-08-22T13:35:23Z
Hocine DEMMOUNI,The most underrated channel on YouTube 🔥,2021-08-22T11:07:25Z
Jakob Jenkov,"In the middle of this video, YouTube showed me an ad for a ""get rich quick"" scheme - and I thought it was part of James' video :-D :-D :-D ... it was not until I realized that the clip was a bit too long to serve a purpose in James' story, that I looked down and noticed the yellow playback line - realizing it was an ad :-D ... Funny... but perhaps also a bit ironic, that James Janis makes money off of other people's get rich quick ads, while at the same time warning against them ;-)",2021-08-22T07:53:39Z
211Hennessy,I was trying to be rich in the shortest way possible only to realize that it wasn't easy as I thought..it alienated me from friends and families and later it made me hate those who were not working or supporting me..I realized later that I have taken long to realize that I was getting broke coz of some self help books recommended on later that they end up in a shelve and hadn't achieved much.Thanks alot for the video.,2021-08-22T06:22:16Z
Chizuru Ichinose,Hi James! Can you share the link for the video editing tutorial you took on skill share? Thank you!,2021-08-22T01:58:35Z
Kumar Asnani,XRP is going to settle with SEC soon🚀🚀🚀🚀🚀🚀🚀🚀,2021-08-22T01:54:05Z
Asim Q,"You are genuine ! The content you put together and present is off the charts. I pray for your success, health and ambitions in life. Much love. Peace !",2021-08-21T17:22:32Z
bullshark,when the exact same ad comes on in the middle of the video that he warns us about. lol,2021-08-21T08:43:01Z
Michael Murray,Aahhh the irony of it.😎,2021-08-20T21:26:09Z
Abdulquddus Muhammad,"Hello james i really enjoy your videos. could you make a video on how a countries currency rise or fall
👍👍❤️",2021-08-20T21:20:33Z
Queen T Pranks,Oh my goodness.  My mom was soo into Vemma,2021-08-20T20:20:23Z
KawaiiKay,"@James Jani
You, @Coffeezilla and @Spencer Cornelia should team up 🧔🏽☕️💵",2021-08-20T15:42:13Z
S G,Tai Lopez: The main reason why I bought Youtube premium,2021-08-20T12:35:16Z
enterthedragon,Make more videos like this and save people's money dude please do a video about stupid mindvalley,2021-08-20T12:16:01Z
I lost my jacket ,Gosh your videos are good!!!,2021-08-19T13:37:16Z
Income stream surfers,"The reason everyone is seeing fake guru get rich quick scheme adverts on these videos is because it adds legitimacy

They will be fighting against each other to put adverts on James’ and other anti guru’s videos 

I think the CPM for these channels is so high because fake gurus are using them to legitimise themselves 

**not saying the YouTubers are to blame but this is pretty fucked up** 

I wonder what the CPM is on coffeezilla, this channel, and Daniel Inskeep (Daniel makes videos about his YouTube and his CPM is the highest I’ve seen)",2021-08-19T11:51:52Z
stoned 2 death,I dont know but this video isnt interesting. Videos getting boring lately bro..,2021-08-19T08:28:44Z
JAMBU,Thank you james you open our eyes,2021-08-19T07:05:58Z
Daniel Chukwudumebi,wow....your videos are awesome,2021-08-19T00:49:28Z
Global NetWide,You make the best videos 🤩🤩👏👏👏👏,2021-08-18T20:44:11Z
Prabhat Shankar,"Nice video, Could you please help me where to learn video editing and from where you have learned. Thanks",2021-08-18T20:09:55Z
Marcelo Pendragon,Why is Tony Robbins included in your examples of exploitative liars?,2021-08-18T16:01:23Z
Antonio Diaz 🥁,"There two ways to go: become greedy and seek for a quick, lazy way to become rich or work hard and earn enough to live comfortably, depending on what living comfortable is to you.

I chose the latter and I'm not mediocre for it, because these scammers make you think you're a failure and mediocre. 

Great content! 👋",2021-08-18T15:17:27Z
Mr. Anonymous,"Hi james...big fan of ur videos... Please share with us if u have been scammed with such kind of system...?
Appreciate ur hard work behind each videos.",2021-08-18T08:53:21Z
Louis Watt,"I make massive profit on my investment since i started investing with Mrs Mihaela Linda, her trading strategies are top notch coupled with the little commission she charges when trading with her",2021-08-18T04:50:24Z
john wuohela,"I would just like to say how refreshing it is to finally see some honesty backed by facts on the net, like yourself i who not bragging am a fairly intelligent person but spending hours on end reading the so called bible think and grow rich and anything else i could get my hands on swallowed the whole bait not just a nibble, being convinced that a book like think and grow rich that was praised by literally half the planet had to be for real, luckily i started to have second thoughts about and starting to do some research led me to your channel.  thank God i did, you unlike most have a big set and did not fear the backlash from the hypnotized zombie who even after no success to speak of look for answers from inside the small communities formed by these con men just for the purpose of keeping the doubters hopes high with the famous be patient and put in the work and you cant fail. Thank you from the bottom of my heart my friend you are an honest man, a hard thing to find these days, again I am truly grateful for your honesty, keep up the amazing work James...",2021-08-18T03:00:52Z
Rutvik Pachkawade,I'm doing business from 2 years. It's very tough and challenges you everyday. I hate how these gurus portrays themselves.,2021-08-17T22:49:05Z
Majin Gamer,"Your so wrong, these gurus are such good people that they will teach anyone and everyone how to get rich, they just care about everyone that much 🥺",2021-08-17T17:25:09Z
Leonard Parlindungan,"I appreciate that you make the point that it is not that the ""'product"" is bad, but the way it is ""marketed"".",2021-08-17T17:21:30Z
vegan x,9-5 JOB IS BULLSHIT THATS NO LIE,2021-08-17T10:28:35Z
munyaradzi munodawafa,"Hope you are well& safe james, what software do you use to make your videos",2021-08-17T07:31:13Z
Ozzy Guerra,Never stop making videos 😎,2021-08-17T04:55:53Z
Chavez586,What’s wrong with get rich quick?  Who the f wants to get rich slowly?,2021-08-16T20:16:57Z
Quiet Contender,"How quick is quick. Is is 5 years, or 10 ?.
I would try to get rich options and day trading and reach millions in 4 to 5 years",2021-08-16T17:32:48Z
SRDUSA,Legend,2021-08-16T03:57:39Z
Mikolaj Sluzewski,"Funnily enough, the YT ads that kick in every couple of minutes during this video are all ""get rich quick"" schemes ;)",2021-08-15T21:12:21Z
Abdurrahman Kareem,would you do a daring video and review Sam Ovens I mean he has used the common marketing tactics scammers use but looking inside the course and how he rationalise it. it totally makes sense and logical. I'm sure others would also appreciate it,2021-08-15T20:59:08Z
MyJoseHD,"They tricked you in the get-rich-quick scheme. Now, you're actually making money by exposing them. Brilliant",2021-08-15T20:19:19Z
kajkabea,"The same situation is probably with leadership books, leadership trainig management theories, leadership improvement courses, teambuilding, personality tests, etc.
After 21 years working in big international companies I must say I have never seen this stuff bringing any signifficant results.",2021-08-15T19:50:01Z
lombardo141,"My bad credit save me from one. I signed up to get a 20,000 loan to join which was pretty much a Ponzi scheme disguised as a travel company. I got denied so I did not join. Looking back having that bad credit score was the best thing that ever happened to me. 🙏",2021-08-15T18:51:53Z
Perception Shifter,"many people are so sucked in, they don't believe that this is a pyramid scheme that they are in.",2021-08-15T17:56:33Z
chewkeat,"Lately, there are a lot of people claiming they can teach you how to earn a lot of money in stock markets weekly, if not daily. All you need to do is attend their online classes and as always, follow their simple steps.",2021-08-15T13:21:46Z
Sanatan Panigrahi,"You should make a course on skillshare about how you make your videos, how you plan your ideas, research, editing etc. 😃",2021-08-15T08:25:45Z
Paradox In Motion,"so much quality as always. this resonates. im educated AF, should have been ""better than this""... but it can happen to anyone... desperation really can drive a person to believe the most insane trash",2021-08-15T08:25:12Z
Square Peg,Best channel on YouTube! James Jani for the win 🏆,2021-08-15T03:33:35Z
Luke Day,Can’t put grant up there with those other guys. Grant is the real deal and most of his advice is free.,2021-08-14T17:41:20Z
Lilbear7,This has changed the trajectory of my path!! Finally someone speaking the truth. Thank you so much James!,2021-08-14T15:54:50Z
Omar P,"I feel that Inbound Closer falls in the same category as the get rich quick schemes. Their spokesperson Peyton Welch makes ridiculous claims that you triple your earnings in 21 days and uses the trigger phrases/words.  All of his ads on Youtube follow the same formula. He complains about working at a retail store and puts a sob story and then says he used ""the method"". Boats, Lamborghinis in his ads typical. He never explains ""the method"" ever. He got lucky his brother is involved and carried him all the way. Its pretty much calling and closing deals and hope to make a commission and few actually succeed. The social proof he presents is fabricated and leaves a lot left to desire. The course it's self is way too overpriced for such basic information. $497 for the advanced course what a joke. Don't fall for these scams. The Inbound Closer people probably have bots accounts ready to attack accounts and channels who critique them. I'd laughed if they come and attack this account because I'm right. False or misleading marketing for sure. Thanks.",2021-08-14T14:50:17Z
Od. Luis Marcano,"Thanks James,

You never dissapoint

It's so refreshing to listen a content that is so different

Best wishes from Caracas, Venezuela 🤗",2021-08-14T05:32:19Z
Real Estate InfoNet,Superb video!  Thanks!,2021-08-14T02:49:20Z
Marko San,ONE of the OLDEST Scam around),2021-08-14T01:35:17Z
Leonardo Jacobo,"THIS IS A NICE VIDEO; EVERYONE NEEDS MORE THAN
THEIR BASIC SALARY TO BE FINANcIALLY SECURED. THE
BEST THING TO DO WITH YOUR MONEY IS TO INVEST.
MONEY LEFT IN SAVINGS ALWAYS END UP USED WITH NO
RETURNS",2021-08-14T00:46:04Z
Mero Nepal 🇳🇵,Nailed it James,2021-08-13T21:51:46Z
Fleur Craven,"Thanks James, my son has also been an actor since he was 4. I really appreciate your honesty. I have had many times in my life where I have been approached by MLMs for years and I’ve always felt they are dodgy. 
I did in the end fall for one myself! I got out quick. I feel embarrassed and ashamed. However, I stumbled across Robert Fitzpatrick, the author of Ponzinomics and  yourself! I highly recommend Roberts book and also it would be great if you might think about interviewing him. He has a wealth of knowledge on the subject 🙂",2021-08-13T20:33:46Z
Leonardo Novara,"I think the hardest to spot scams like this is when they use ""half-truths"" and mix it up with their narrative. Adding things like ""you don't need a degree to make money"" or that ""you need hard work"" can make people ask if they are lying or not.",2021-08-13T19:53:22Z
OutOfTheBoxThinker,"You should research a woman named Kimberly Ann Goguen. 
Kimberly Ann Goguen is a scammer who combines a Q style conspiracy theory with MLM tactics to start a cult-like group of Q believers around her.
She was previously associated with ""The Kingdom of Manna"" and ""Manna World Holding Trust"" and is now behind ""Life Force Global Restoration"", a Q-style political movement and ""Life Force Solutions"", a health based MLM that all integrate into a single movement.
This woman most be exposed by the anti-scam & anti-MLM movement on Youtube before she gets too much of a following.",2021-08-13T15:58:03Z
Sasi Kumar,But their is different between MLM and affiliate marketing. The people you showed on your video they all affiliate marketing like you. Selling a vpn on this video 😅,2021-08-13T10:07:59Z
ferdinand madumere,What a video,2021-08-13T08:40:33Z
A FFTFOMSICHTS,"“ no matter how educated, smart or self aware you are, You can fall for a get rich quick scheme” 

not when you’re naturally a pessimistic person 😂😂😂  even being a pessimist has its pros",2021-08-13T03:47:59Z
StigDesign,Great Video like Allways :D,2021-08-13T01:54:47Z
António Marinho,BRASIL🇧🇷,2021-08-12T21:03:27Z
Khaled Jerbi,"Your videos truly inspired me to make videos again, they are so well done, thnx for that james might I ask how did you learn to animate like this, thnx again keep it up 💪",2021-08-12T18:55:06Z
Trader University,"*James, Thanks so much for the honesty and sincerity!!. I really loves your content and would say, you've inspired me a lot .I have never blew so much money in my life before but I know one day it will happen. I'm progressing and that's all that matters. Recently I made my first ever 200k off my crypto -currencv investment and not stopping till hit my 1m$ goal which I set this year. Thanks for your many inspiration which always motivates me*",2021-08-12T11:48:59Z
Hamed Adefuwa,"im glad u showed Tony Robbins, hes definitely a grifter",2021-08-12T07:57:40Z
Daniel Ohio,"I went through the exact same thing about 18 months ago. I hated my job, I wanted more money and more control over my life. I then discovered YouTube videos about dropshipping and people making £500,000 in 6 months and driving nice cars. I was sucked in. 

You’re so right. I consider myself to be an intelligent guy but my vulnerability at the time saw me fall into this rabbit hole. Thankfully I didn’t sink a lot of money into it. I ran a Shopify store for 2 months before common sense slapped me across the face. I completely understand how people get sucked into these things. 

Videos like this are so important. Great work as always mate",2021-08-12T07:28:57Z
Arturo Villaluz,"One of the most common word use by these scammers is ""secret"", Be in alert every time you hear the word ""secret"" of ""secrets"" in their ads.",2021-08-12T05:00:46Z
Lificious,what if I made a get rich scheme where I literally teach buyers how to produce a get rich scheme LOL,2021-08-12T03:51:21Z
Leo Irías,Lmao got an add about how to get rich during the middle of this video.,2021-08-12T03:01:01Z
Think Aloud,"Bro, your videos are very very addictive. (this can be a good or a bad thing altogether) On one side you are educating on the day to day scams which our generation fell through but on the other side, you are killing hopes one by one !!!! Instead of being productive ourselves, I am spending more time in watching your videos again and again as I am a consumer of your content now.",2021-08-12T00:01:46Z
D’ EVANGEL,& how your affiliate marketing is different from drop shipping & other scams?,2021-08-11T20:49:37Z
Corrina Cross,Another cracking video James!  Hope you are well.  Keep up the great work. x,2021-08-11T20:05:33Z
TheAbsoluteFvckingSavage!,As a victim of a get rich scheme. Your content is underrated and not exposed enough. In this day of age of dreamselling you are a breath of fresh air.,2021-08-11T19:33:53Z
Lettuce game,I got a get rich quick mid roll ad.,2021-08-11T16:46:12Z
Allen Philip,James Jani reminds me of Josh Brett for some reason 😆,2021-08-11T15:52:50Z
Rohit Karn,There's no get rich quick schemes...Its someone else trying to get rich off you,2021-08-11T14:53:34Z
krasky,"James in the first part: „Be aware of Snake Oil sellers!“
James in the following part: „Thanks to our sponsor NordVPN!“

LOL that irony",2021-08-11T13:16:13Z
Will _,"You're so right with the 9-5 being so stigmatized, they make you feel like everyone else is dumb working for their whole lives, and you are smart for working with them to get out of your work, all while paying them your savings.

 For sure would've been better off investing while working and developing a passion for my work, but that's hindsight, I just didn't want it to take 15-30 years, live and learn, get rich slow and ENJOY IT, when you are financially well off, you'll think fondly of when you were grinding to hit those goals",2021-08-11T09:39:15Z
John Bishop,"Everyone who has gotten anything ""quick"" has YEARS of struggle behind them. =D",2021-08-11T08:22:48Z
David Nash,"Wow, Vemma sounds exactly like Mormonism and Jehovas Witnesses.",2021-08-11T07:38:57Z
Saran,"Advantage of being so broke is that, even if you’re so interested in these “get rich scheme”. You can’t afford to buy their schemes or events tickets.",2021-08-11T06:55:14Z
Jo Johns,"When he started talking about pyramid schemes, Primerica instantly came to mind",2021-08-11T05:17:41Z
Zhack Zoey,Why you trust a stranger who talk about quick  rich only in day/week for 3-5 minutes video. These fake gurus master of manipulating people mind. They selling their course.,2021-08-11T02:50:54Z
Stephanie Ss,Good as always!,2021-08-10T21:29:11Z
Vonder Gong,"Thanks man, any thoughts on etoro, Rsd and Jason capital?",2021-08-10T20:43:10Z
António Vandias,Funniest bit of these videos is getting the exact same adds you're so eloquently dissecting.,2021-08-10T20:31:49Z
Nikita Marynich,"The ending was fantastic, really great job putting it together",2021-08-10T20:00:03Z
Utkarsh Rathore,Is Mel Robbins legit?? 🤔🤔,2021-08-10T19:12:16Z
Adek,Great job! 👍,2021-08-10T19:08:03Z
SOME WIERD FACTS.,Incredible video editing.,2021-08-10T18:01:01Z
Tim Brovin,Penguinz0 just made a video on you,2021-08-10T17:14:43Z
Zane Truesdale,James!!! Penguinz0 just posted you on his channel!!!,2021-08-10T17:13:05Z
Nuriman John,"Ive seen your channel from the beginning, and now it grows really well. You deserve it.

You are doing great by helping people with great contents.

Keep it going man. Can't wait to see whats next documentary you'll be posting.",2021-08-10T16:04:24Z
Mahmood Hussain,"Can you make one about life and motivational coaches/gurus, there seems to many of them online. Great work as always James.",2021-08-10T15:04:33Z
Claudio Matricciano,"Any ""guru"" selling online courses are just FULL of shit.",2021-08-10T04:57:16Z
Just Danijel,"Great video. I fell for a Pyramid scheme back long time ago when i was 20 years old. Thankfully only cost me $150. They did a few things u talked about in video,  plus every time im ready to walk away they try getting u back in, smooth talking you, emailing the pics of their yacht, driving their super car. Etc.",2021-08-10T04:05:29Z
berzrkrc0de,Ironic...how the algorithm  has learned to use James Jani's spotlight and sandwiched numerous get rich quick video adverts 😝👻👀,2021-08-10T01:05:56Z
berzrkrc0de,"Using extreme examples..
they engender dissatisfaction with your current position in life and push the idea of the ease with which you can become rich with minimum effort.😏",2021-08-10T00:58:20Z
D Moore,"I remember Don Lapre on late-night TV back in the early 90s. I never purchased anything he sold, but now that he was mentioned in this video, I began to wonder what happened to him. I read that he committed suicide on my 37th birthday in 2011. I was an OTR truck driver and I didn't watch TV nor spend much time online. I had no idea. Such a sad ending.",2021-08-09T22:07:10Z
JeffNotes,"It's kinda crazy that the ads I'm getting in this video are all about get rich quick, passive income classes from gurus hahaha!",2021-08-09T15:59:35Z
Naresh K,Bro why dont you write a book on this,2021-08-09T14:11:04Z
purplejoy,I have fallen into this before I was the worst and I regret it so much. Not only the coach scam me but ruins my reputation for exposing his crappy unprofessional ways to treating his students.,2021-08-09T10:31:39Z
Anoop Kumar,really wonderful and mind opener video. much love from India Jani,2021-08-09T10:31:09Z
certified.matuano,"“Yet if anyone suffers as a Christian, let him not be ashamed, but let him glorify God in this matter.”
‭‭I Peter‬ ‭4:16‬ ‭NKJV‬‬",2021-08-09T07:12:30Z
AlexExhibition,You are the boss on this ⭐⭐⭐⭐⭐,2021-08-09T05:30:19Z
Pariston Hill,"Usually sponsored videos don't have annoying ads, but yours are both sponsored and contain multiple ads.
That's becoming so annoying.",2021-08-08T23:42:41Z
ttuzzi20,When has Grant Cardone ever said get rich quick ?,2021-08-08T17:21:36Z
Kunal Singh,"@James Jani, can you please make a video about NFT's",2021-08-08T13:20:09Z
Sarah S.,"Love your videos but totally unrelated to the topic of gurus, I just finished watching Merlin and you remind me of Mordred (voice, facial expressions and what not )
I'm sure you will be a great actor one day. Cheering for you.",2021-08-08T12:30:34Z
Arun Surya,"But James jani  is there any proof for what you are saying here? And the  funny thing is you are also one of them , just ask yourself , you are making money from YouTube by bad mouthing others, is that a good thing to do ,I don't think so ...",2021-08-08T09:33:49Z
Nyasha,"Me in the middle of watching this video then boom  an ad pops out “Do you want to make money online by doing absolutely nothing?” 
How ironic 🤔",2021-08-08T09:32:29Z
Darryl Boo,The ads on here are get rich quick scheme 😂,2021-08-08T07:37:18Z
shnoozle,Yessss,2021-08-08T02:59:06Z
nikushim666,"Always love when they counter its a pyramid with ""no, its a triangle"". Sooooo a pyramid in two dimensions. Sad part is some of these scammers play it coy, not flexing cash but rather pretend to be a expert in a profession. The big one right now is ""Stock trading"", vast majority of them demonstrating ""live"" trades are either using a Paper sim (IE a simulation using 20+ min old market data, with basically buy/sells being done with monopoly money) or they are having their cult followers pump and dump for them. First thing you really gotta ask your self when you see people selling courses/mememberships etc. Is if they are so successful doing it, why do they need to sell a course, and why would you invite more competition into your market?  In the US there is a loophole with Pyramid schemes that allows them to skirt the law. And that is at least 40% of the revenue has to come from the product. The way they get around this is having suckers who buy into the scheme to buy the product from them, and thus you have Countless MLM's all over the place.",2021-08-08T00:44:11Z
nazanin khajehnouri,Have you ever heard about the Brahma kumaris world spiritual university?I like to know what you think about them.They have centers every where but their head quarter is in London.I want to know what you think about them?,2021-08-07T19:42:28Z
Fabrice Mbida,Good very good video.,2021-08-07T18:16:26Z
Thomas R.,*pyramid,2021-08-07T17:37:15Z
Bernard Thomas,"Wow, love your honesty man. Takes a great man to accept and talk about his past failures. Respect.",2021-08-07T16:39:19Z
Tarun Sahukari,Just saying all the ads in this video were exactly opposite to what you said!,2021-08-07T16:28:38Z
Sarath Kumar R S,"This is the same way and this is exactly my situation am going through, still sucked into it, will be out. Thanks for this James. Love you brother.",2021-08-07T15:39:09Z
MercedesLife,Respect the honesty!,2021-08-07T11:38:44Z
A M,"Of course they're legit about getting rich quick , they got rich quick..... off of you my good friend , this is the problem that's been facing a lot of people on the job market , because the ""free market"" is so brutal and there are no guarantees that you will be saved from the maw of unemployment , there is always that voice in the back of your head that keeps telling you to ""give it a try and you may succeed"" but the thing is , you won't.

so yes , they make people rich with promises and make THEMSELVES rich with your money , so it does work , but it works for the deceiver , not the deceived.",2021-08-07T11:38:18Z
Alex Martin,"I love your content James, love from New Delhi and may lord bless you",2021-08-07T10:37:22Z
Racing Shorts,"Amazing content as always.

I've no doubt that one day you will be wealthy ... But through hard work and pure talent.

Keep on keepin' on.",2021-08-07T09:28:04Z
MakO,"you make good content, you are really down to earth and not afraid to tell the truth, those gurus will hate you but when you do right everything seems to fall into place",2021-08-07T06:59:55Z
Jared,Thank you man!,2021-08-07T06:48:40Z
Kibe Stephen,Today if you wanna get rich quick just start selling tips on how to get rich. Social media misleading us all. Great content 🔥,2021-08-07T03:29:44Z
Danny Devito,The people who think that a 9-5 is for losers or “stupid people” is a stupid person. Hard to have sympathy for someone who is so unbelievably gullible. So you’re telling me the 9-5 that has benefits and a 401k is a scam? Yeh ok bud.,2021-08-07T03:02:23Z
lourouzedo,thanks one more time you do excelent job AVED MY LIFE,2021-08-06T19:51:44Z
Jose Peña,"Well done James, I've been bait to these schemes and I just cut them dry and they walk away. Love all you content, specially the one on the Law of Attraction!",2021-08-06T19:36:38Z
Ever García,Not a fan of this one. Too brief and inconclusive. Didn’t gain much from it.,2021-08-06T19:11:58Z
Is It Fair!,"I had came across this vemma kind of thing here in Pakistan known as TIENS.
I didnt become its part as they didnt answer some of my concerns then later i came to know its just dream selling and fraud.",2021-08-06T17:00:06Z
vtac e,please make a list of you recommend,2021-08-06T15:13:49Z
Christopher Diggs,Great work! Ironic that there are get rich quick gurus ads in the video lol.,2021-08-06T14:36:31Z
chris dubosser,best videos,2021-08-06T14:04:13Z
Tari Ogounga,"The guys in the video don't teach ""get rich quick""
Click bait",2021-08-06T13:28:46Z
Tamás Virasztó,Although I'm a man I fell in love with your calm voice :),2021-08-06T08:47:15Z
Catalin Florescu,Do something about spiritual groups,2021-08-06T06:35:16Z
Joe van der Berg,"Good job James. You genuinely are doing a service to humanity. In the end, that is what truly matters.",2021-08-06T06:03:12Z
